"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.400235171E1,7.891514803E-1,-4.119202629E-1,-4.267695594E0
4.401239871E1,5.730933537E-1,-4.238075061E-1,-4.354617378E0
4.402244571E1,2.656303824E-1,-4.574537006E-1,-3.701099812E0
4.403249171E1,1.398215443E-2,-4.256879707E-1,-3.783085962E0
4.404253871E1,-1.578808160E-1,-3.033104248E-1,-3.709478872E0
4.405258571E1,-3.368469840E-1,-3.196910340E-1,-3.519768299E0
4.406263271E1,-4.691034007E-1,-3.142956620E-1,-3.557688078E0
4.407267971E1,-6.326237100E-1,-2.463461190E-1,-3.558951076E0
4.408272671E1,-8.313547095E-1,-3.759639066E-1,-3.312533621E0
4.409277371E1,-9.230343731E-1,-4.020998642E-2,-3.532264969E0
4.410282071E1,-1.031481147E0,-1.301017908E-1,-3.266303780E0
4.411286671E1,-1.213035220E0,2.300221547E-2,-3.004774196E0
4.412291371E1,-1.235843965E0,2.396315420E-1,-2.728337136E0
4.413296071E1,-1.137314581E0,4.262404595E-1,-2.302259887E0
4.414300771E1,-8.742875250E-1,5.498957681E-1,-1.819171116E0
4.415305471E1,-5.921953301E-1,7.600081535E-1,-1.196221039E0
4.416310171E1,-3.057671325E-1,9.753110392E-1,-5.716892910E-1
4.417314871E1,4.771759205E-2,1.237129329E0,3.624045789E-2
4.418319571E1,2.683567198E-1,1.421308144E0,5.054590487E-1
4.419324271E1,3.443483039E-1,1.732506170E0,9.300195301E-1
4.420328871E1,3.593407110E-1,1.997959090E0,1.055449907E0
4.421333571E1,3.492970218E-1,2.009675741E0,1.263125466E0
4.422338271E1,2.976590178E-1,1.942245357E0,1.371224695E0
4.423342971E1,2.505807457E-1,1.810745717E0,1.369303300E0
4.424347671E1,3.742209247E-1,1.758676261E0,1.341250114E0
4.425352371E1,5.879974678E-1,1.492076703E0,1.393813074E0
4.426357071E1,8.564589259E-1,1.097527056E0,1.730691049E0
4.427361771E1,1.216211062E0,1.011934928E0,2.077570685E0
4.428366471E1,1.462695321E0,1.211468604E0,2.546408622E0
4.429371071E1,1.585011764E0,1.743322204E0,3.065288200E0
4.430375771E1,1.841583786E0,2.416792516E0,3.372951146E0
4.431380471E1,2.320144912E0,2.619415787E0,3.324893466E0
4.432385171E1,2.530740716E0,2.335728180E0,3.248171564E0
4.433389871E1,2.459417548E0,2.164659992E0,3.080664039E0
4.434394571E1,2.196006623E0,1.616278872E0,3.137407758E0
4.435399271E1,1.653250086E0,4.043066765E-1,3.643764939E0
4.436403971E1,1.125555245E0,-1.021957494E0,4.107581872E0
4.437408571E1,6.770635723E-1,-2.915235783E0,4.811454490E0
4.438413271E1,2.400473156E-1,-4.585957495E0,5.355764778E0
4.439417971E1,-2.783562991E-1,-5.297376237E0,5.287677460E0
4.440422671E1,-3.805617915E-1,-5.557482024E0,4.729366599E0
4.441427371E1,-2.803099635E-1,-5.451587779E0,3.842500105E0
4.442432071E1,-6.935272850E-2,-5.149262756E0,2.994687749E0
4.443436771E1,1.053008256E-1,-4.216559939E0,1.791773402E0
4.444441471E1,3.079051669E-1,-2.793342094E0,4.904428142E-1
4.445446171E1,5.893330450E-1,-1.374689755E0,-5.544002438E-1
4.446450771E1,9.938135299E-1,-1.939443225E-1,-1.264659190E0
4.447455471E1,1.491990164E0,6.889511079E-1,-1.991976219E0
4.448460113E1,2.100291211E0,1.160204968E0,-2.376061689E0
4.449464812E1,2.512408817E0,1.408947861E0,-2.532024472E0
4.450469512E1,2.555974959E0,1.437400412E0,-2.510281016E0
4.451474213E1,2.312128817E0,1.412787581E0,-2.475654974E0
4.452478913E1,1.823856197E0,1.230499464E0,-2.423591951E0
4.453483612E1,1.178878051E0,9.278119138E-1,-2.192507649E0
4.454488213E1,6.434142349E-1,6.179153314E-1,-2.193767139E0
4.455492913E1,2.591382920E-1,2.128433275E-1,-2.529775633E0
4.456497612E1,-5.730242103E-2,-1.642775238E-2,-2.379306893E0
4.457502312E1,-3.734684611E-1,-4.104356548E-1,-2.519323735E0
4.458507013E1,-5.957195201E-1,-4.182120131E-1,-3.083713946E0
4.459511713E1,-5.894157100E-1,-3.739219858E-1,-3.465545315E0
4.460516412E1,-5.573675595E-1,-3.450708005E-1,-3.761219714E0
4.461521112E1,-5.420204457E-1,-2.691485059E-1,-3.985348168E0
4.462525813E1,-5.815591718E-1,-2.342888680E-1,-4.166173897E0
4.463530412E1,-7.303615277E-1,1.910718048E-1,-3.108818382E0
4.464535113E1,-7.346153770E-1,-3.251898287E-1,-5.217267628E0
4.465539813E1,-9.406066449E-1,8.406961481E-1,-3.591445808E0
4.466544512E1,-9.056815913E-1,3.960845411E-2,-2.598568125E0
4.467549212E1,-1.302430011E0,4.836227681E-1,-2.866702139E0
4.468553912E1,-1.437232451E0,1.018558069E0,-2.531922145E0
4.469558613E1,-1.481373228E0,1.175384779E0,-2.207956578E0
4.470563313E1,-1.433962250E0,1.300311711E0,-1.471233718E0
4.471567913E1,-1.335915260E0,1.272394179E0,-8.157549959E-1
4.472572613E1,-1.205125983E0,1.228769711E0,-1.534291846E-1
4.473577312E1,-1.038110501E0,9.826147963E-1,5.645942795E-1
4.474582012E1,-8.148560596E-1,8.346032032E-1,1.064977360E0
4.475586713E1,-6.336970396E-1,8.633929928E-1,1.509727693E0
4.476591413E1,-4.145827925E-1,8.446392180E-1,1.790284116E0
4.477596112E1,-1.023123137E-1,8.758102861E-1,1.946547446E0
4.478600812E1,3.496189841E-1,1.014069601E0,1.863449156E0
4.479605512E1,7.765405711E-1,1.311951617E0,1.826133980E0
4.480610112E1,9.336584716E-1,1.871272292E0,1.641370736E0
4.481614812E1,8.041484921E-1,2.782778222E0,1.447840762E0
4.482619513E1,6.680925547E-1,2.876967511E0,1.284122232E0
4.483624213E1,-5.755560547E-3,2.703378881E0,2.664860932E0
4.484628912E1,-8.248132101E-1,2.135843013E0,3.624421765E0
4.485633612E1,-8.047623036E-1,1.522190448E0,3.729541254E0
4.486638313E1,-4.726691790E-2,1.172067069E0,4.228551409E0
4.487643013E1,6.457453005E-1,-3.910112044E-1,3.875252699E0
4.488647613E1,1.137570323E0,-1.591721297E0,4.254758044E0
4.489652313E1,1.311126574E0,-2.429646011E0,3.935060359E0
4.490657012E1,8.783356255E-1,-3.037606020E0,3.770318567E0
4.491661712E1,5.034803510E-2,-3.633239951E0,3.890908619E0
4.492666412E1,-9.894556001E-1,-3.747207154E0,3.713908723E0
4.493671113E1,-1.958060906E0,-3.183172161E0,3.222797572E0
4.494675813E1,-2.483252261E0,-2.328297684E0,2.214542881E0
4.495680512E1,-2.405773876E0,-1.569141397E0,1.417480264E0
4.496685212E1,-1.795050620E0,-1.336066850E0,3.543792754E-1
4.497689812E1,-8.866386717E-1,-8.054995644E-1,-1.200057397E0
4.498694512E1,1.067181907E-1,-5.323103401E-1,-2.402567702E0
4.499699213E1,7.086670420E-1,-5.328025295E-1,-3.127341192E0
4.500703913E1,8.382847564E-1,-6.391645516E-1,-3.525729536E0
4.501708612E1,5.908465236E-1,-7.438415524E-1,-3.489994862E0
4.502713312E1,2.554569581E-1,-9.740404393E-1,-3.311968780E0
4.503718013E1,-3.638159506E-2,-1.095658432E0,-3.128984844E0
4.504722713E1,-2.778229234E-1,-1.166941984E0,-3.111422147E0
4.505727312E1,-4.837187355E-1,-1.128592874E0,-3.210462871E0
4.506732013E1,-6.233601855E-1,-1.120580873E0,-3.481652055E0
4.507736713E1,-8.501339927E-1,-8.683802292E-1,-3.560379551E0
4.508741412E1,-9.262595511E-1,-9.417202471E-1,-3.720251198E0
4.509746112E1,-9.226737461E-1,-9.114230454E-1,-3.776707234E0
4.510750813E1,-8.291391264E-1,-8.006070529E-1,-3.842613541E0
4.511755513E1,-8.259531248E-1,-7.345628983E-1,-3.761866416E0
4.512760212E1,-8.954801734E-1,-5.583903837E-1,-3.082268515E0
4.513764813E1,-7.891840055E-1,-5.579144204E-1,-3.635304603E0
4.514769512E1,-6.686753029E-1,3.161849704E-1,-4.853098360E0
4.515774212E1,-6.667341004E-1,3.904485561E-1,-2.941681570E0
4.516778913E1,-6.732071874E-1,1.964351633E-1,-2.750619121E0
4.517783613E1,-6.738652915E-1,8.440324232E-1,-2.493540437E0
4.518788313E1,-6.072347342E-1,1.213102536E0,-2.103551034E0
4.519793012E1,-5.938438064E-1,1.360743415E0,-1.628575859E0
4.520797712E1,-6.814896221E-1,1.606012039E0,-1.034037988E0
4.521802312E1,-6.184567836E-1,1.661374353E0,-4.734613305E-1
4.522807012E1,-5.904189460E-1,1.479819038E0,3.788931423E-1
4.523811713E1,-6.250385557E-1,1.230212658E0,1.286610807E0
4.524816413E1,-5.232553419E-1,1.095033584E0,1.993192440E0
4.525821112E1,-3.831665799E-1,1.251040733E0,2.590445173E0
4.526825812E1,-2.899863014E-1,1.301209550E0,2.978617262E0
4.527830513E1,-1.148200927E-1,1.365908115E0,3.116220957E0
4.528835213E1,1.203030268E-1,1.661702967E0,2.910244600E0
4.529839912E1,4.005564916E-1,2.132362312E0,2.634772915E0
4.530844513E1,4.189163833E-1,2.526264964E0,2.306829486E0
4.531849213E1,6.419400056E-1,2.445553215E0,2.238751523E0
4.532853912E1,1.013575218E0,2.034475244E0,2.341466637E0
4.533858612E1,1.232896969E0,1.371891863E0,2.710751050E0
4.534863313E1,1.800140914E0,4.900657419E-1,3.149388703E0
4.535868013E1,2.619134244E0,-3.151094482E-1,3.651109042E0
4.536872712E1,3.021210719E0,-1.097324230E0,4.375259804E0
4.537877412E1,2.866418549E0,-2.102951694E0,5.407354177E0
4.538882012E1,2.375539825E0,-3.135769368E0,6.725802489E0
4.539886712E1,1.734338395E0,-3.553766350E0,7.373533650E0
4.540891413E1,1.159742965E0,-3.470006155E0,7.046019992E0
4.541896113E1,7.350647356E-1,-3.276811519E0,6.168248257E0
4.542900812E1,5.682550020E-1,-3.076834697E0,4.965780053E0
4.543905512E1,4.666840056E-1,-2.666246138E0,3.375587071E0
4.544910212E1,4.372601221E-1,-1.830016824E0,1.566909953E0
4.545914913E1,5.183980964E-1,-8.025584880E-1,-2.501438856E-1
4.546919512E1,7.809158233E-1,1.406679288E-1,-1.791106235E0
4.547924213E1,1.066408759E0,7.403360005E-1,-2.949579404E0
4.548928871E1,1.174156498E0,9.542524382E-1,-3.797755457E0
4.549933571E1,1.125067222E0,9.509325354E-1,-4.021593888E0
4.550938271E1,8.436242145E-1,8.222967146E-1,-4.108934333E0
4.551942971E1,3.056418559E-1,4.601377188E-1,-3.746750194E0
4.552947671E1,-1.179373895E-1,7.280952930E-2,-3.394733194E0
4.553952371E1,-4.702020194E-1,-1.184775992E-1,-3.154161201E0
4.554957071E1,-8.516451325E-1,-2.780029446E-1,-2.889209241E0
4.555961671E1,-1.032069596E0,-6.308508343E-1,-2.624394692E0
4.556966371E1,-1.126331244E0,-9.348866062E-1,-2.386667953E0
4.557971071E1,-1.087157750E0,-9.456090841E-1,-2.394613150E0
4.558975771E1,-1.012967035E0,-8.272845358E-1,-2.511511270E0
4.559980471E1,-8.300202287E-1,-6.374798226E-1,-2.602545401E0
4.560985171E1,-5.173773553E-1,-3.802898960E-1,-2.780018336E0
4.561989871E1,-2.995700341E-1,-1.117313741E-1,-2.818545055E0
4.562994571E1,-1.345453823E-1,2.131741337E-1,-2.874935603E0
4.563999171E1,5.657714702E-2,4.825807942E-1,-2.835976775E0
4.565003871E1,2.926861071E-1,7.345292768E-1,-2.873073265E0
4.566008571E1,4.645580676E-1,9.710134819E-1,-3.063318858E0
4.567013271E1,5.276506940E-1,1.065516181E0,-2.860533326E0
4.568017971E1,4.571556388E-1,1.096951105E0,-2.600060334E0
4.569022671E1,2.926156481E-1,1.201854247E0,-2.278121411E0
4.570027371E1,2.684191389E-1,1.288694609E0,-1.758723185E0
4.571032071E1,1.911361972E-1,1.279211594E0,-1.058450698E0
4.572036671E1,-5.886567414E-2,1.379879598E0,-5.363797098E-1
4.573041371E1,-3.967537549E-1,1.240914232E0,1.922184438E-1
4.574046071E1,-6.637987981E-1,1.048561156E0,4.763445926E-1
4.575050771E1,-8.191402414E-1,9.933774738E-1,1.073908982E0
4.576055471E1,-7.830693528E-1,7.293675010E-1,1.276080557E0
4.577060171E1,-6.366980499E-1,5.035345839E-1,1.359938400E0
4.578064871E1,-3.915987034E-1,2.533461133E-1,1.367041597E0
4.579069571E1,-9.919779427E-2,1.684179372E-1,1.266991060E0
4.580074171E1,1.611161535E-1,4.092201649E-1,1.013865094E0
4.581078871E1,3.617372654E-1,7.664739315E-1,8.880534786E-1
4.582083571E1,4.944674528E-1,1.118117002E0,5.007888776E-1
4.583088271E1,3.287908365E-1,1.760698521E0,-6.079291642E-2
4.584092971E1,-2.815694538E-1,2.835636759E0,-6.167257154E-1
4.585097671E1,-6.997648023E-1,3.223399251E0,-5.534997725E-1
4.586102371E1,-7.536961573E-1,2.863304029E0,-3.498494375E-1
4.587107071E1,-9.689013214E-1,2.462791100E0,7.538610488E-1
4.588111671E1,-1.519787242E0,2.015051086E0,1.310340562E0
4.589116371E1,-1.514744896E0,1.579709508E0,2.392400563E0
4.590121071E1,-1.008228671E0,4.614780468E-1,3.159175773E0
4.591125771E1,-2.794524693E-1,-1.283763067E0,3.405862200E0
4.592130471E1,3.463820386E-1,-3.017575213E0,4.207140074E0
4.593135171E1,6.859532404E-1,-4.039296919E0,4.543377194E0
4.594139871E1,-4.110651076E-2,-4.224220084E0,4.318720152E0
4.595144571E1,-1.356648464E0,-4.005154442E0,4.314651074E0
4.596149171E1,-2.574692189E0,-3.476434000E0,4.137214977E0
4.597153871E1,-3.101595901E0,-2.525636973E0,3.125092353E0
4.598158571E1,-2.941767816E0,-1.389601617E0,2.049840265E0
4.599163271E1,-1.877486128E0,-5.297733794E-1,5.913452911E-1
4.600167971E1,-4.038141216E-1,6.673895001E-2,-1.177551464E0
4.601172671E1,7.317025866E-1,3.189935343E-1,-2.264700297E0
4.602177371E1,1.204367599E0,2.488031191E-1,-2.894316199E0
4.603182071E1,1.025331046E0,-3.918906257E-2,-2.891594321E0
4.604186671E1,5.152852947E-1,9.730804726E-2,-2.938006595E0
4.605191371E1,3.442245622E-1,-1.484938422E-1,-2.363411238E0
4.606196071E1,1.185220380E-1,-5.966225494E-1,-2.196515915E0
4.607200771E1,7.276494429E-3,-3.870280811E-1,-2.482578662E0
4.608205471E1,-5.072386488E-3,-3.363623960E-1,-2.460175640E0
4.609210171E1,-6.814710572E-2,-9.193299428E-2,-2.833232092E0
4.610214871E1,-9.618889019E-3,1.481691755E-1,-3.150792620E0
4.611219571E1,4.987382591E-2,4.263639088E-1,-3.690126927E0
4.612224171E1,-4.467206977E-2,4.089301430E-1,-3.489706010E0
4.613228871E1,-2.155352394E-1,4.073059326E-1,-3.498683825E0
4.614233571E1,-3.447768317E-1,4.310182925E-1,-3.664030804E0
4.615238271E1,-3.230797148E-1,7.687249634E-1,-4.063047724E0
4.616242971E1,-2.913473871E-1,3.992532934E-1,-2.961069183E0
4.617247671E1,-2.672083998E-1,3.419570120E-1,-2.838191700E0
4.618252371E1,2.163842551E-2,5.285304075E-1,-2.631334167E0
4.619257071E1,3.312146536E-1,4.910414229E-1,-2.416765326E0
4.620261671E1,4.268577792E-1,3.563344382E-1,-1.956675993E0
4.621266371E1,2.962178984E-1,3.766646223E-1,-1.518039510E0
4.622271071E1,1.881098977E-1,3.456784724E-1,-9.089666301E-1
4.623275771E1,1.025367737E-2,1.827025388E-1,-1.142294508E-1
4.624280471E1,-1.971878462E-1,1.758766454E-1,7.205623251E-1
4.625285171E1,-2.335660791E-1,3.066374905E-1,1.441556759E0
4.626289871E1,-2.909715573E-1,5.026721196E-1,1.923738043E0
4.627294571E1,-3.541163335E-1,8.123603949E-1,2.341195911E0
4.628299171E1,-2.784862170E-1,1.176063494E0,2.332930872E0
4.629303871E1,-1.606525790E-1,1.697932900E0,1.796517248E0
4.630308571E1,4.656824872E-2,2.192878947E0,1.047580724E0
4.631313271E1,3.085296130E-1,2.091370991E0,5.933292514E-1
4.632317971E1,3.940789461E-1,1.578855376E0,7.615589082E-1
4.633322671E1,7.344309705E-1,9.081670234E-1,1.202639528E0
4.634327371E1,1.254951789E0,-7.802729219E-2,2.112798990E0
4.635331971E1,1.709143328E0,-7.637638932E-1,3.190588769E0
4.636336671E1,2.392825948E0,-1.030585792E0,3.981162146E0
4.637341371E1,2.641366820E0,-1.764703717E0,4.787640535E0
4.638346071E1,2.419619498E0,-2.209030126E0,5.650976663E0
4.639350771E1,2.163476954E0,-2.223673893E0,6.168121957E0
4.640355471E1,2.162621799E0,-2.277609341E0,6.327697735E0
4.641360171E1,1.984015235E0,-2.059851283E0,5.971437410E0
4.642364871E1,1.489447648E0,-1.446685937E0,5.425450725E0
4.643369471E1,9.387739082E-1,-5.851868574E-1,4.621555052E0
4.644374171E1,3.552557731E-1,5.211560453E-1,3.509792365E0
4.645378871E1,5.806681657E-2,1.478960082E0,2.173656811E0
4.646383571E1,8.435144878E-2,1.758210823E0,9.689614016E-1
4.647388271E1,2.698610257E-1,1.632229930E0,-1.436596566E-1
4.648392596E1,4.203607187E-1,1.369967252E0,-1.213659775E0
4.649397296E1,2.847625452E-1,8.806928574E-1,-1.808453169E0
4.650401996E1,-6.062619768E-2,1.995186925E-1,-2.083204477E0
4.651406596E1,-4.484448954E-1,-1.771337237E-1,-2.249051979E0
4.652411296E1,-7.794361854E-1,-5.528842800E-1,-2.396930401E0
4.653415996E1,-9.789023991E-1,-7.269246074E-1,-2.612224882E0
4.654420696E1,-1.125319018E0,-5.959001260E-1,-2.746448302E0
4.655425396E1,-1.083703361E0,-5.715249842E-1,-2.977714452E0
4.656430096E1,-8.030082851E-1,-4.187103420E-1,-3.105982482E0
4.657434796E1,-4.814084275E-1,-2.149790961E-1,-3.188408927E0
4.658439496E1,-2.332678345E-1,-6.321468696E-2,-3.314049804E0
4.659444096E1,-3.784169963E-2,3.811112836E-2,-3.424258710E0
4.660448796E1,7.545820836E-2,2.364922450E-1,-3.587597170E0
4.661453496E1,6.258629400E-2,2.523205116E-1,-3.700387622E0
4.662458196E1,-5.328735732E-2,5.726685534E-1,-3.719195191E0
4.663462896E1,-7.842400750E-2,5.360518272E-1,-3.919015015E0
4.664467596E1,-8.986225767E-2,1.002291993E0,-3.885860133E0
4.665472296E1,-1.433508688E-1,1.110054131E0,-3.581072847E0
4.666476896E1,1.676743906E-3,1.092028773E0,-3.497461172E0
4.667481596E1,9.784326850E-2,9.483217536E-1,-2.891066317E0
4.668486296E1,-4.621454699E-2,6.696279605E-1,-2.070679742E0
4.669490996E1,-2.812233352E-1,5.671872273E-1,-1.177290679E0
4.670495696E1,-4.572199582E-1,5.824472907E-1,-3.026156294E-1
4.671500396E1,-4.611734068E-1,5.746424273E-1,5.252735084E-1
4.672505096E1,-3.807104570E-1,4.281454823E-1,1.464035211E0
4.673509796E1,-1.987812124E-1,2.888191241E-1,2.214675613E0
4.674514396E1,-2.513558672E-1,3.519079497E-1,2.656933277E0
4.675519096E1,-2.692102854E-1,4.592534005E-1,3.289350581E0
4.676523796E1,-5.632900946E-1,1.236504554E0,3.764381889E0
4.677528496E1,-2.547399068E-1,1.601028164E0,4.166621794E0
4.678533196E1,5.100556546E-1,7.133724426E-1,5.354921610E0
4.679537896E1,1.075121768E0,-3.240989576E-1,6.128297741E0
4.680542596E1,1.261976488E0,-4.567916496E-1,6.046094075E0
4.681547196E1,1.434231075E0,-4.476050891E-2,5.489635611E0
4.682551896E1,1.080295165E0,-5.516833350E-2,4.696017589E0
4.683556596E1,1.699375189E-1,-8.623902684E-1,4.676815917E0
4.684561296E1,-8.384640466E-1,-1.576931935E0,4.988691198E0
4.685565996E1,-1.543773544E0,-2.155774125E0,4.575011800E0
4.686570696E1,-1.656528912E0,-2.569226212E0,4.465450766E0
4.687575396E1,-1.445754768E0,-2.999623969E0,3.863688660E0
4.688580096E1,-1.226562241E0,-3.116665930E0,3.049493701E0
4.689584696E1,-1.140563148E0,-2.807542642E0,2.210403053E0
4.690589396E1,-1.111482240E0,-2.308066903E0,1.068223734E0
4.691594096E1,-1.208632047E0,-1.917079234E0,1.792048806E-1
4.692598796E1,-1.177547225E0,-1.469306183E0,-9.034772640E-1
4.693603496E1,-8.090532828E-1,-9.277725913E-1,-2.283300290E0
4.694608196E1,-3.398776690E-1,-4.814788865E-1,-3.522866739E0
4.695612896E1,1.719387650E-1,-3.993119849E-1,-4.283035179E0
4.696617596E1,3.193649787E-1,-4.420935767E-1,-4.736718888E0
4.697622196E1,2.441403300E-1,-2.660818606E-1,-4.761511667E0
4.698626896E1,8.432013877E-2,-1.988734522E-1,-4.961234427E0
4.699631596E1,-1.385022663E-1,-1.065928410E-1,-4.851695613E0
4.700636296E1,-2.990581103E-1,-1.411252541E-1,-4.758329612E0
4.701640996E1,-5.202071884E-1,-2.105787009E-1,-4.562092962E0
4.702645696E1,-8.215637662E-1,-4.442897178E-2,-4.342461017E0
4.703650396E1,-9.416120736E-1,2.154518435E-1,-4.442639608E0
4.704654996E1,-9.904151282E-1,3.939228255E-1,-4.363540814E0
4.705659696E1,-1.128870982E0,2.943979160E-1,-4.010917457E0
4.706664396E1,-1.112858967E0,9.936425719E-2,-3.436971141E0
4.707669096E1,-9.725031332E-1,-6.543703090E-2,-2.952574933E0
4.708673796E1,-9.239254888E-1,1.678458967E-1,-2.605499414E0
4.709678496E1,-8.965361074E-1,2.633545365E-1,-2.280477254E0
4.710683196E1,-9.204550932E-1,2.863298182E-1,-2.127740965E0
4.711687796E1,-1.092902493E0,4.436094674E-1,-1.987235881E0
4.712692496E1,-1.088452104E0,6.222798394E-1,-1.907407939E0
4.713697196E1,-9.160259736E-1,7.093037307E-1,-1.835834511E0
4.714701896E1,-7.414343268E-1,8.185375397E-1,-1.296611885E0
4.715706596E1,-6.923815231E-1,1.068397251E0,-9.429260892E-1
4.716711296E1,-7.002159150E-1,1.340812011E0,-5.320937008E-1
4.717715996E1,-6.484038833E-1,1.511628476E0,-1.431825238E-1
4.718720696E1,-5.986679786E-1,1.944921920E0,1.961775935E-1
4.719725296E1,-5.520869391E-1,2.190174464E0,8.929148537E-1
4.720729996E1,-7.156578268E-1,1.795976235E0,2.406427449E-1
4.721734696E1,-9.846699464E-1,1.343250300E0,3.416538046E0
4.722739396E1,-1.293586828E0,5.279593173E-1,4.440677868E0
4.723744096E1,-1.468438164E0,6.866159492E-1,5.284354488E0
4.724748796E1,-1.115261149E0,7.844377474E-1,5.608723513E0
4.725753496E1,-4.681111282E-1,1.147217498E0,5.243716339E0
4.726758096E1,6.910355671E-1,1.788700106E0,4.660347819E0
4.727762796E1,1.858425082E0,2.252279788E0,3.704964822E0
4.728767496E1,2.806252454E0,2.714405268E0,2.817200781E0
4.729772196E1,3.415985192E0,2.504234410E0,2.316307238E0
4.730776896E1,3.076166945E0,1.996336195E0,2.464241209E0
4.731781596E1,2.265437046E0,1.518953722E0,2.838132643E0
4.732786296E1,1.463336615E0,1.369099233E-1,3.747486944E0
4.733790896E1,7.087174011E-1,-1.839013642E0,5.008251888E0
4.734795596E1,3.243333578E-2,-3.613515831E0,5.718722504E0
4.735800296E1,-1.876213263E-1,-5.114383530E0,5.968699159E0
4.736804996E1,-1.814318840E-1,-6.068987094E0,5.572855523E0
4.737809696E1,-7.719487709E-2,-6.238826489E0,4.749485114E0
4.738814396E1,9.815212939E-2,-5.985100014E0,3.622833661E0
4.739819096E1,3.235086811E-1,-5.486084597E0,2.735079560E0
4.740823796E1,5.006026803E-1,-4.584372607E0,1.732803648E0
4.741828396E1,8.267377480E-1,-3.341998910E0,6.653225094E-1
4.742833096E1,1.159024708E0,-2.174533601E0,-1.279242146E-1
4.743837796E1,1.642960010E0,-1.348772557E0,-7.718447453E-1
4.744842496E1,1.981269528E0,-5.590006138E-1,-1.407010240E0
4.745847196E1,2.247869087E0,1.447934318E-1,-2.109386555E0
4.746851896E1,2.237717882E0,7.524733584E-1,-2.622330040E0
4.747856596E1,1.864061798E0,1.088810246E0,-2.918292122E0
4.748861246E1,1.324794880E0,1.215902913E0,-2.991805072E0
4.749865946E1,7.584610534E-1,1.185493518E0,-2.958671824E0
4.750870646E1,3.024494589E-1,9.361467542E-1,-2.806554755E0
4.751875346E1,3.144146528E-2,5.205273235E-1,-2.502588419E0
4.752880046E1,-1.161330119E-2,2.540176660E-3,-2.444891018E0
4.753884746E1,-6.125444446E-2,-3.783277897E-1,-2.306969819E0
4.754889446E1,-5.679926813E-2,-6.659942814E-1,-2.340814088E0
4.755894046E1,-9.031536207E-3,-8.320171990E-1,-2.529538236E0
4.756898746E1,1.208843862E-1,-9.003268573E-1,-2.869965470E0
4.757903446E1,2.972995602E-1,-8.671150379E-1,-3.319922748E0
4.758908146E1,3.297847170E-1,-5.947151146E-1,-3.756336704E0
4.759912846E1,3.459364808E-1,-2.725539243E-1,-4.169612644E0
4.760917546E1,3.555666257E-1,3.886710025E-2,-4.368563572E0
4.761922246E1,2.355028231E-1,4.916746033E-1,-4.419381723E0
4.762926846E1,2.856547572E-1,8.345632229E-1,-4.293627995E0
4.763931546E1,4.712550299E-1,1.238256380E0,-3.999082108E0
4.764936246E1,5.056146578E-1,1.549859619E0,-3.823349304E0
4.765940946E1,3.641350624E-1,1.626547021E0,-3.432180517E0
4.766945646E1,3.374990948E-2,2.039948676E0,-2.970567985E0
4.767950346E1,-2.982112873E-1,2.187049127E0,-2.450928853E0
4.768955046E1,-4.792385989E-1,2.316990631E0,-1.412772086E0
4.769959646E1,-7.537574069E-1,2.617222205E0,-2.621219069E-1
4.770964346E1,-9.911515850E-1,2.647735315E0,7.097613484E-1
4.771969046E1,-9.934429626E-1,2.037433204E0,1.832262447E0
4.772973746E1,-7.652438966E-1,1.364869649E0,2.658928932E0
4.773978446E1,-8.297529379E-1,1.140531719E0,3.456293265E0
4.774983146E1,-7.520511163E-1,7.667259465E-1,4.001313406E0
4.775987846E1,-7.117463319E-1,6.127736554E-1,4.306314699E0
4.776992446E1,-3.699017327E-1,4.334240562E-1,4.521954165E0
4.777997146E1,9.238644585E-2,2.636660103E-1,4.269935662E0
4.779001846E1,3.746656785E-1,2.511230750E-1,3.808899080E0
4.780006546E1,3.479684613E-1,5.780023836E-1,2.950037241E0
4.781011246E1,2.817159265E-2,1.399905142E0,1.844557972E0
4.782015946E1,-4.042865767E-1,2.353075845E0,8.910262030E-1
4.783020646E1,-6.127930243E-1,2.878303307E0,2.770211971E-1
4.784025246E1,-7.825936818E-1,2.787117148E0,-9.522249162E-2
4.785029946E1,-7.961314479E-1,2.152054857E0,-3.958465594E-1
4.786034646E1,-7.711843023E-1,1.178435417E0,-1.916658819E-1
4.787039346E1,-1.190156600E0,4.520179828E-1,4.214673042E-3
4.788044046E1,-1.628886785E0,1.653914183E-2,2.199921334E-1
4.789048746E1,-1.684208461E0,-6.479182720E-1,6.277348530E-1
4.790053446E1,-1.598481994E0,-1.444746708E0,1.070693598E0
4.791058046E1,-1.539642486E0,-2.100486947E0,1.379989672E0
4.792062746E1,-1.443019440E0,-2.638489113E0,1.553760150E0
4.793067446E1,-1.207288357E0,-3.120847274E0,1.568819654E0
4.794072146E1,-1.040693435E0,-3.383952098E0,1.431561529E0
4.795076846E1,-8.783963634E-1,-3.452841069E0,1.273388498E0
4.796081546E1,-1.036503467E0,-3.305016148E0,1.117448519E0
4.797086246E1,-1.263745855E0,-2.968015675E0,8.730717427E-1
4.798090846E1,-1.318762161E0,-2.564020143E0,3.730342323E-1
4.799095546E1,-1.267811424E0,-2.193513078E0,-1.385258013E-1
4.800100246E1,-1.013875912E0,-1.828856151E0,-6.701733595E-1
4.801104946E1,-7.342847170E-1,-1.397218931E0,-1.312954853E0
