"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.896748600E1,-1.488049871E-1,-1.458023250E0,-2.413952816E-1
9.897753300E1,-1.500834078E-1,-9.549454795E-1,-1.325619922E0
9.898757900E1,-2.042242393E-2,-7.135950753E-1,-2.186935253E0
9.899762500E1,9.034123600E-2,-5.174170433E-1,-2.808787222E0
9.900767200E1,1.898984879E-1,-4.108423287E-1,-3.245989968E0
9.901771800E1,1.891612270E-1,-3.496186186E-1,-3.476545681E0
9.902776500E1,2.240110709E-1,-2.743094046E-1,-3.469598020E0
9.903781100E1,3.770670569E-1,-2.232085405E-1,-3.547136192E0
9.904785700E1,6.144133609E-1,-2.588129675E-1,-3.498106120E0
9.905790400E1,8.168143652E-1,-3.776735593E-1,-3.240123457E0
9.906795000E1,7.680627662E-1,-4.171181452E-1,-3.018225716E0
9.907799700E1,4.785750861E-1,-3.267465037E-1,-2.906279018E0
9.908804300E1,9.110568635E-2,-2.634522946E-1,-2.843567045E0
9.909808900E1,-3.046646400E-1,-1.425157951E-1,-2.767020561E0
9.910813600E1,-6.228629529E-1,-6.055098787E-2,-2.714541215E0
9.911818200E1,-8.733854458E-1,-5.846141227E-2,-2.623642155E0
9.912822900E1,-1.028988625E0,-7.925052971E-2,-2.496959304E0
9.913827500E1,-1.114531344E0,-4.989582606E-2,-2.403527230E0
9.914832100E1,-9.925278734E-1,-2.499290004E-2,-2.299402353E0
9.915836800E1,-8.037422568E-1,9.791045666E-2,-2.098308420E0
9.916841400E1,-5.287041429E-1,2.656151797E-1,-1.970049160E0
9.917846100E1,-2.621593291E-1,5.428093813E-1,-1.926575112E0
9.918850700E1,9.453749031E-2,7.814618070E-1,-1.812465529E0
9.919855300E1,4.535558736E-1,9.416909380E-1,-1.638735981E0
9.920860000E1,6.838529936E-1,1.124735539E0,-1.450389563E0
9.921864600E1,9.076933258E-1,1.351499406E0,-1.206923783E0
9.922869300E1,1.164306936E0,1.370766566E0,-8.969494325E-1
9.923873900E1,1.282729718E0,1.279268166E0,-3.674489719E-1
9.924878500E1,1.324211766E0,1.374099771E0,2.324320847E-1
9.925883200E1,1.353841800E0,1.519476171E0,7.155196863E-1
9.926887800E1,1.335953121E0,1.560980584E0,1.245861561E0
9.927892400E1,1.239223802E0,1.461717667E0,2.081908734E0
9.928897100E1,1.103917039E0,1.271467542E0,3.201996687E0
9.929901700E1,1.063159826E0,1.109467801E0,4.435045829E0
9.930906400E1,1.238963601E0,1.032818405E0,5.437838051E0
9.931911000E1,1.370727244E0,8.735637859E-1,6.132279695E0
9.932915600E1,1.348681486E0,9.883101305E-1,6.447651610E0
9.933920300E1,1.354166759E0,9.965026644E-1,6.103427194E0
9.934924900E1,1.205842633E0,9.071756279E-1,5.491250612E0
9.935929600E1,1.020378600E0,1.022745626E0,4.711137904E0
9.936934200E1,9.320909793E-1,8.448998576E-1,4.055855649E0
9.937938800E1,7.635516393E-1,1.356741142E-1,3.650558234E0
9.938943500E1,5.503958878E-1,-9.181618153E-1,3.374009492E0
9.939948100E1,3.098020767E-1,-2.306072710E0,3.398826830E0
9.940952800E1,2.002327472E-1,-3.792367540E0,3.723370103E0
9.941957400E1,3.175707240E-1,-5.147248390E0,4.059489108E0
9.942962000E1,5.105155381E-1,-6.015649962E0,4.071476485E0
9.943966700E1,6.078710940E-1,-6.305148532E0,3.611170805E0
9.944971300E1,3.341177230E-1,-5.858727066E0,2.760888001E0
9.945976000E1,-2.898425330E-1,-4.841161854E0,1.717255901E0
9.946980600E1,-7.585431337E-1,-3.620124939E0,6.513324612E-1
9.947985200E1,-7.871570682E-1,-2.387114534E0,-5.230264235E-1
9.948989900E1,-4.596433367E-1,-1.271730667E0,-1.694371068E0
9.949994500E1,1.121112970E-1,-3.333060564E-1,-2.711159186E0
9.950999100E1,7.734333607E-1,4.085876423E-1,-3.499274978E0
9.952003800E1,1.257583475E0,9.302487409E-1,-3.998323724E0
9.953008400E1,1.481836328E0,1.208448590E0,-4.226660419E0
9.954013496E1,1.425411135E0,1.310142488E0,-4.274709914E0
9.955018096E1,1.165881665E0,1.263424551E0,-4.117434431E0
9.956022696E1,8.338016962E-1,1.095956201E0,-3.797898129E0
9.957027396E1,4.419202799E-1,7.350871012E-1,-3.285469199E0
9.958031996E1,-3.735486411E-2,3.574152960E-1,-2.851578315E0
9.959036696E1,-4.500488598E-1,6.522759095E-2,-2.638150266E0
9.960041296E1,-6.998263443E-1,-2.137104696E-1,-2.498894148E0
9.961045896E1,-8.647069352E-1,-4.752377146E-1,-2.356224425E0
9.962050596E1,-8.780465537E-1,-6.830082902E-1,-2.169999377E0
9.963055196E1,-9.179923922E-1,-7.747603132E-1,-2.113152162E0
9.964059896E1,-9.540981448E-1,-7.071837495E-1,-2.181863378E0
9.965064496E1,-1.120928636E0,-3.991442429E-1,-2.209687353E0
9.966069096E1,-1.269570851E0,8.971821517E-3,-2.188277773E0
9.967073796E1,-1.166535749E0,5.066378474E-1,-2.224855615E0
9.968078396E1,-7.857357562E-1,9.183120887E-1,-2.181167559E0
9.969083096E1,-4.405569284E-1,1.294208679E0,-2.189609184E0
9.970087696E1,-9.057899840E-2,1.590488412E0,-2.282884553E0
9.971092296E1,8.232097574E-2,1.709661537E0,-2.286548418E0
9.972096996E1,1.196123976E-1,1.767886064E0,-1.947267238E0
9.973101596E1,-4.219204634E-2,1.858873856E0,-1.503183489E0
9.974106296E1,-3.692483063E-1,1.718470660E0,-9.409696108E-1
9.975110896E1,-8.848385333E-1,1.354902924E0,-1.632063138E-1
9.976115496E1,-1.139826545E0,1.045787676E0,6.231237388E-1
9.977120196E1,-1.282643325E0,8.867479415E-1,1.175610774E0
9.978124796E1,-1.339067056E0,7.765103848E-1,1.527098601E0
9.979129396E1,-1.181294852E0,6.432131638E-1,1.679458330E0
9.980134096E1,-9.851940762E-1,5.232196739E-1,1.832742503E0
9.981138696E1,-6.481175890E-1,5.192236868E-1,1.730953588E0
9.982143396E1,-3.155166337E-1,6.189261688E-1,1.492556759E0
9.983147996E1,-1.412148627E-1,7.604824358E-1,1.156485701E0
9.984152596E1,-2.736075195E-1,1.048469647E0,8.560282785E-1
9.985157296E1,-6.590211844E-1,1.496896709E0,5.330339330E-1
9.986161896E1,-1.115544520E0,1.971455123E0,7.901816136E-1
9.987166596E1,-1.089187464E0,2.371329829E0,9.168048227E-1
9.988171196E1,-7.364240670E-1,2.659772393E0,1.334773153E-1
9.989175796E1,-5.634188430E-1,2.789968835E0,-3.393870145E-1
9.990180496E1,-2.516186265E-1,2.678811219E0,-1.064725345E-1
9.991185096E1,4.714275227E-1,2.239330836E0,3.247789156E-1
9.992189796E1,1.505669871E0,1.425474724E0,8.167384976E-1
9.993194396E1,2.212192008E0,2.550577395E-1,1.611582096E0
9.994198996E1,2.630338386E0,-1.141552789E0,3.103686866E0
9.995203696E1,2.002736996E0,-1.985739286E0,4.337035970E0
9.996208296E1,7.677702592E-1,-2.685391676E0,5.133503925E0
9.997212996E1,-4.293581218E-1,-3.064783586E0,5.132075450E0
9.998217596E1,-1.215720188E0,-2.990930621E0,4.350735996E0
9.999222196E1,-1.558279025E0,-2.764560637E0,3.116478819E0
1.000022690E2,-1.476174469E0,-2.436799641E0,1.625742883E0
1.000123150E2,-1.160377023E0,-2.151345882E0,2.654764545E-1
1.000223620E2,-8.752847676E-1,-2.032203016E0,-8.008235461E-1
1.000324080E2,-6.396975254E-1,-1.985920550E0,-1.676124832E0
1.000424540E2,-5.088976501E-1,-1.926018457E0,-2.420622734E0
1.000525010E2,-4.912525074E-1,-1.736745109E0,-2.973230222E0
1.000625470E2,-4.170270748E-1,-1.479173652E0,-3.476295421E0
1.000725940E2,-3.554224187E-1,-1.230544049E0,-3.863253043E0
1.000826400E2,-2.958673579E-1,-9.403533143E-1,-4.130787717E0
1.000926860E2,-1.237219669E-1,-6.389550751E-1,-4.398097858E0
1.001027330E2,-2.228680864E-2,-5.010613579E-1,-4.531686856E0
1.001127790E2,-1.066179840E-1,-4.147875912E-1,-4.362246825E0
1.001228250E2,-2.667229347E-1,-2.977019218E-1,-4.133753425E0
1.001328720E2,-4.842181608E-1,-1.827560408E-1,-3.940589486E0
1.001429180E2,-5.619820359E-1,-1.706100583E-1,-3.562125530E0
1.001529650E2,-6.393323667E-1,-1.386320744E-1,-2.967117543E0
1.001630110E2,-8.218760075E-1,9.067248076E-2,-2.592435565E0
1.001730570E2,-9.526611185E-1,3.865041706E-1,-2.475738589E0
1.001831040E2,-1.245748418E0,8.460472275E-1,-2.379917343E0
1.001931500E2,-1.450914351E0,1.182828577E0,-2.282663528E0
1.002031970E2,-1.323117752E0,1.246188421E0,-2.041149548E0
1.002132430E2,-9.637450274E-1,1.252539959E0,-1.526356589E0
1.002232890E2,-3.641594745E-1,1.170758242E0,-9.806768829E-1
1.002333360E2,7.110725865E-2,8.864643516E-1,-3.715127867E-1
1.002433820E2,4.649594790E-1,4.821254423E-1,4.502712733E-1
1.002534290E2,1.007900569E0,1.325042655E-1,1.338128870E0
1.002634750E2,1.293402056E0,5.508881137E-2,1.854625708E0
1.002735210E2,1.350097682E0,1.900475188E-1,1.911341361E0
1.002835680E2,1.276493662E0,5.516456936E-1,1.436411210E0
1.002936140E2,1.112572673E0,8.720895566E-1,9.343657655E-1
1.003036610E2,9.195959911E-1,1.210288855E0,4.447444850E-1
1.003137070E2,7.236465852E-1,1.437847871E0,6.256813109E-2
1.003237530E2,8.145571938E-1,1.491966921E0,-3.150889099E-2
1.003338000E2,9.548210800E-1,1.297235198E0,4.272402602E-1
1.003438460E2,1.079979854E0,1.097720745E0,1.082440070E0
1.003538930E2,1.263859876E0,1.053088655E0,1.963179266E0
1.003639390E2,1.106675902E0,1.196155550E0,2.861647806E0
1.003739850E2,8.830723818E-1,1.344383929E0,3.568597813E0
1.003840320E2,6.892542129E-1,1.646213254E0,3.873517245E0
1.003940780E2,7.221500634E-1,1.962201904E0,3.729980380E0
1.004041240E2,7.862525770E-1,2.199706156E0,3.222601690E0
1.004141710E2,8.070169169E-1,2.256506301E0,2.669519409E0
1.004242170E2,6.279065419E-1,2.136564267E0,2.520671518E0
1.004342640E2,4.406451483E-1,1.417925237E0,2.667184031E0
1.004443100E2,4.341721709E-1,1.219482140E-1,3.288150147E0
1.004543560E2,5.163954982E-1,-1.402859448E0,4.152552223E0
1.004644030E2,4.298383609E-1,-3.192462217E0,5.473911864E0
1.004744490E2,1.669157144E-1,-4.683746915E0,6.577283211E0
1.004844960E2,-1.770657864E-1,-5.668956851E0,6.910680338E0
1.004945420E2,-5.730463932E-1,-5.884015689E0,6.571665791E0
1.005045880E2,-8.837956093E-1,-5.596752509E0,5.364097061E0
1.005146350E2,-9.540610150E-1,-5.036757649E0,3.706849964E0
1.005246810E2,-8.326179273E-1,-4.017862195E0,1.912630672E0
1.005347280E2,-6.245612767E-1,-2.893333867E0,2.624990523E-1
1.005447735E2,-1.718802563E-1,-1.738219631E0,-1.335586501E0
1.005548195E2,5.132491845E-1,-8.364262920E-1,-2.613355733E0
1.005648665E2,1.441245103E0,-2.115595713E-1,-3.430608786E0
1.005749125E2,2.328640477E0,3.471382298E-1,-4.000069118E0
1.005849585E2,2.752974964E0,7.107180990E-1,-4.194149900E0
1.005950055E2,2.664935192E0,7.778053969E-1,-4.107544450E0
1.006050515E2,2.217351007E0,8.178202325E-1,-4.078168623E0
1.006150985E2,1.407018426E0,9.388423938E-1,-4.178844228E0
1.006251445E2,6.379321048E-1,9.064567128E-1,-4.165916619E0
1.006351905E2,2.740092963E-2,7.012492642E-1,-4.057332655E0
1.006452375E2,-3.791970514E-1,5.036816414E-1,-3.776197942E0
1.006552835E2,-6.901994884E-1,2.851887341E-1,-3.475543469E0
1.006653305E2,-8.904489367E-1,-1.113621224E-1,-3.114963806E0
1.006753765E2,-1.081711068E0,-3.172513564E-1,-2.652686445E0
1.006854225E2,-1.202186515E0,-5.491631120E-1,-2.302241760E0
1.006954695E2,-1.204680791E0,-7.020156149E-1,-1.934170645E0
1.007055155E2,-1.257690479E0,-6.918397786E-1,-1.538025877E0
1.007155625E2,-1.301669434E0,-5.061143024E-1,-1.329945692E0
1.007256085E2,-1.297504901E0,-2.040059189E-1,-1.331913865E0
1.007356545E2,-1.126568422E0,1.637446231E-1,-1.356368675E0
1.007457015E2,-1.006671119E0,5.633216330E-1,-1.411764611E0
1.007557475E2,-8.975436558E-1,9.599743773E-1,-1.484059585E0
1.007657945E2,-7.370367090E-1,1.223959938E0,-1.654932184E0
1.007758405E2,-4.588087928E-1,1.381524127E0,-1.679292269E0
1.007858865E2,-3.449554276E-1,1.177203701E0,-1.295177563E0
1.007959335E2,-4.230049027E-1,1.010116883E0,-5.136492437E-1
1.008059795E2,-6.240685026E-1,1.041761283E0,-7.870820045E-2
1.008160255E2,-6.465298507E-1,1.051073997E0,3.361459029E-1
1.008260725E2,-6.680008265E-1,9.579256591E-1,6.763778400E-1
1.008361185E2,-7.495981362E-1,9.059095596E-1,9.025229985E-1
1.008461655E2,-7.104423297E-1,9.415924855E-1,9.039298385E-1
1.008562115E2,-4.977566943E-1,9.086681297E-1,9.701267517E-1
1.008662575E2,-2.289820813E-1,9.069902712E-1,9.284051138E-1
1.008763045E2,-4.047588855E-2,9.497620690E-1,7.092801225E-1
1.008863505E2,-1.717619598E-4,9.314979985E-1,4.859094679E-1
1.008963975E2,4.102549028E-2,9.429094246E-1,1.993777746E-1
1.009064435E2,-5.357398052E-2,9.775955464E-1,-4.609827876E-2
1.009164895E2,-2.762096035E-1,1.084999104E0,-2.592556018E-1
1.009265365E2,-6.420036672E-1,1.189148393E0,-3.295683700E-1
1.009365825E2,-1.057811305E0,1.250868678E0,-1.225874609E-1
1.009466295E2,-1.451768775E0,1.193267026E0,1.919529802E-1
1.009566755E2,-2.053866365E0,1.280910357E0,1.091913144E0
1.009667215E2,-2.109490489E0,1.602075985E0,1.535032688E0
1.009767685E2,-9.947857757E-1,1.407624344E0,1.778747560E0
1.009868145E2,2.789721206E-2,9.849598221E-1,2.647132759E0
1.009968605E2,6.635784312E-1,2.026077765E-1,3.643511170E0
1.010069075E2,1.079705254E0,-4.018550120E-1,4.847092685E0
1.010169535E2,1.361804977E0,-1.086629746E0,5.584051187E0
1.010270005E2,1.462281338E0,-1.626523048E0,5.979757413E0
1.010370465E2,1.429456531E0,-1.905219180E0,5.649424227E0
1.010470925E2,1.143529002E0,-2.009515235E0,4.676316565E0
1.010571395E2,7.138797616E-1,-1.837588237E0,3.387331204E0
1.010671855E2,3.695003944E-1,-1.536510425E0,1.789727461E0
1.010772325E2,2.209610170E-1,-1.312923570E0,3.933211470E-1
1.010872785E2,6.553245015E-2,-1.063500208E0,-7.711348933E-1
1.010973245E2,4.466030225E-3,-1.028584290E0,-1.866076895E0
1.011073715E2,-8.771013513E-2,-9.434343584E-1,-2.650624132E0
1.011174175E2,-1.329213182E-1,-9.276196866E-1,-3.342454993E0
1.011274645E2,-6.385027930E-2,-8.676814869E-1,-3.863013892E0
1.011375105E2,7.398759708E-2,-8.002967119E-1,-4.188828934E0
1.011475565E2,1.738238342E-1,-7.363343123E-1,-4.469504056E0
1.011576035E2,3.045237221E-1,-6.284856355E-1,-4.611497256E0
1.011676495E2,4.019131918E-1,-5.229698516E-1,-4.649812306E0
1.011776955E2,3.477051173E-1,-4.445450950E-1,-4.449351043E0
1.011877425E2,1.403673088E-1,-3.557045469E-1,-4.227083173E0
1.011977885E2,-2.384813216E-1,-2.691936757E-1,-3.982856669E0
1.012078355E2,-4.771660533E-1,-2.884918262E-1,-3.680701216E0
1.012178815E2,-7.641818230E-1,-3.480115114E-1,-3.254997019E0
1.012279275E2,-9.700949574E-1,-3.179872285E-1,-2.915286069E0
1.012379745E2,-1.264099612E0,-1.762305482E-1,-2.820572870E0
1.012480205E2,-1.598579935E0,5.442208260E-2,-2.685617963E0
1.012580675E2,-1.786812624E0,2.143447463E-1,-2.537694517E0
1.012681135E2,-1.716123295E0,1.801677708E-1,-2.133665949E0
1.012781595E2,-1.448079621E0,2.411552534E-1,-1.742894188E0
1.012882065E2,-1.019523810E0,3.931187602E-1,-1.546025453E0
1.012982525E2,-5.947762180E-1,5.718488469E-1,-1.284785891E0
1.013082985E2,-1.788162600E-1,6.700007205E-1,-8.562978351E-1
1.013183455E2,3.875785234E-1,9.196853804E-1,-2.990558445E-1
1.013283915E2,9.718078993E-1,1.253964340E0,-7.692070663E-2
1.013384385E2,1.380539310E0,1.275270132E0,2.489785355E-1
1.013484845E2,1.468512424E0,1.290918889E0,6.561061281E-1
1.013585305E2,1.553708987E0,1.622920724E0,7.242378849E-1
1.013685775E2,1.637221552E0,1.868564008E0,7.654484761E-1
1.013786235E2,1.617691267E0,1.850555169E0,1.031218461E0
1.013886705E2,1.578597222E0,1.767800403E0,1.405896345E0
1.013987165E2,1.168734960E0,1.670308314E0,2.169565514E0
1.014087625E2,7.326738822E-1,1.594846488E0,3.116481743E0
1.014188095E2,2.632573631E-1,1.493503570E0,4.031768044E0
1.014288555E2,-9.848012164E-2,1.445937493E0,4.752671846E0
1.014389025E2,-1.955268715E-1,1.393721858E0,5.075382602E0
1.014489485E2,-9.166614197E-2,1.431857983E0,5.091672944E0
1.014589945E2,2.350714447E-1,1.392858370E0,4.625879068E0
1.014690415E2,5.943172847E-1,1.108517702E0,3.854879245E0
1.014790875E2,7.292610817E-1,9.465439077E-1,3.155020157E0
1.014891335E2,7.417989007E-1,7.618982660E-1,2.920177265E0
1.014991805E2,6.728068724E-1,2.355347635E-1,3.200045471E0
1.015092265E2,5.731169252E-1,-6.886059029E-1,3.537983546E0
1.015192735E2,6.163529554E-1,-1.689715808E0,3.941794013E0
1.015293195E2,5.187001051E-1,-2.874497939E0,4.463655086E0
1.015393697E2,3.544582129E-1,-3.934234148E0,4.805499685E0
1.015494168E2,2.050691620E-1,-4.501194211E0,4.786973952E0
1.015594627E2,1.278864635E-1,-4.658845085E0,4.223864865E0
1.015695097E2,1.290190692E-1,-4.452577828E0,3.372386305E0
1.015795557E2,2.012759270E-1,-3.995420582E0,2.283569847E0
1.015896018E2,5.105632295E-1,-3.211211314E0,1.044139053E0
1.015996487E2,9.056218766E-1,-2.297525835E0,-3.364751011E-1
1.016096948E2,1.417255731E0,-1.468597647E0,-1.674895747E0
1.016197408E2,2.048993003E0,-6.272710226E-1,-2.864737474E0
1.016297878E2,2.377963934E0,7.856085062E-2,-3.547238519E0
1.016398337E2,2.378134527E0,4.987332889E-1,-3.887618390E0
1.016498808E2,2.080189653E0,6.097058406E-1,-3.972078497E0
1.016599267E2,1.486803391E0,7.970876138E-1,-3.788865350E0
1.016699727E2,8.446714508E-1,7.255611098E-1,-3.659400979E0
1.016800197E2,3.018539382E-1,5.660614921E-1,-3.376366505E0
1.016900657E2,-1.071692668E-1,3.665466003E-1,-3.159998476E0
1.017001127E2,-3.148239579E-1,1.094217239E-1,-3.148087698E0
1.017101587E2,-4.985604306E-1,-1.005686009E-1,-3.097414557E0
1.017202048E2,-7.544178499E-1,-2.615396704E-1,-3.086932254E0
1.017302518E2,-9.336692159E-1,-4.190871951E-1,-3.171161395E0
1.017402978E2,-1.210024707E0,-6.220735788E-1,-3.159152384E0
1.017503448E2,-1.401446760E0,-7.543643479E-1,-3.084536065E0
1.017603908E2,-1.663058352E0,-8.526041490E-1,-2.935289978E0
1.017704367E2,-2.021719251E0,-7.984858292E-1,-2.881713696E0
1.017804838E2,-2.227824393E0,-6.169748068E-1,-2.819226841E0
1.017905297E2,-2.310611173E0,-4.112326303E-1,-2.744425750E0
1.018005758E2,-2.162227697E0,-2.090009759E-1,-2.639509744E0
1.018106227E2,-1.789056640E0,1.247509307E-1,-2.541394635E0
1.018206688E2,-1.494542181E0,4.348001254E-1,-2.507304783E0
1.018307157E2,-1.383455609E0,6.311771089E-1,-2.397550791E0
1.018407618E2,-1.400943608E0,6.479350828E-1,-2.061651641E0
1.018508078E2,-1.448026850E0,7.391800059E-1,-1.601348884E0
1.018608548E2,-1.607121548E0,8.830200492E-1,-1.158320557E0
1.018709008E2,-1.775566674E0,9.088328750E-1,-5.079207265E-1
1.018809478E2,-1.777985668E0,9.029149081E-1,-5.510182142E-2
1.018909937E2,-1.609257682E0,9.427955501E-1,4.284102881E-1
1.019010397E2,-1.308687116E0,9.093730116E-1,9.256844044E-1
1.019110867E2,-9.842043619E-1,1.012110929E0,1.220367701E0
1.019211327E2,-6.413420548E-1,1.100489255E0,1.483687118E0
1.019311788E2,-2.786840721E-1,1.162396066E0,1.677516469E0
1.019412257E2,1.274134786E-1,1.118517390E0,2.030146258E0
1.019512718E2,3.852906541E-1,1.157411607E0,2.293173314E0
1.019613187E2,4.337902381E-1,1.196402157E0,2.373355013E0
1.019713648E2,7.044685218E-2,1.265463767E0,2.331662611E0
1.019814107E2,-6.049144860E-1,1.433711112E0,2.154146406E0
1.019914578E2,-1.157303434E0,1.658676302E0,1.955191970E0
1.020015037E2,-1.497306160E0,1.784991655E0,2.076035791E0
1.020115508E2,-1.697343939E0,2.053482496E0,2.298378505E0
1.020215967E2,-1.427508385E0,2.352849558E0,2.025583676E0
1.020316427E2,-1.028786896E0,2.155532781E0,1.596941253E0
1.020416897E2,4.157743089E-2,2.123200310E0,7.990898466E-1
1.020517358E2,1.292722609E0,1.240218706E0,3.695136237E-1
1.020617818E2,1.902082733E0,6.763766706E-4,1.268170443E0
1.020718288E2,2.184797511E0,-1.268702540E0,2.066669136E0
1.020818748E2,2.099320427E0,-2.219939861E0,3.258656207E0
1.020919218E2,1.565174207E0,-2.873754466E0,4.395940821E0
1.021019678E2,7.853069361E-1,-3.308713343E0,4.708499056E0
1.021120137E2,2.184819438E-1,-3.284107967E0,4.315326428E0
1.021220607E2,5.223902464E-3,-2.747687327E0,3.112678714E0
1.021321067E2,1.164511735E-1,-2.288277879E0,1.566728105E0
1.021421537E2,3.945893349E-1,-1.660303290E0,1.455939156E-1
1.021521997E2,6.633183032E-1,-1.075503518E0,-1.313308609E0
1.021622458E2,8.588458324E-1,-7.609972832E-1,-2.396963146E0
1.021722927E2,8.626693267E-1,-5.297352263E-1,-3.120110525E0
1.021823388E2,7.629319806E-1,-4.643465446E-1,-3.477120463E0
1.021923848E2,6.543289400E-1,-5.861611497E-1,-3.400386867E0
1.022024318E2,6.681983162E-1,-8.423703521E-1,-3.158811491E0
1.022124777E2,6.240763964E-1,-1.111385249E0,-2.842858363E0
1.022225248E2,4.785035308E-1,-1.162026668E0,-2.622378572E0
1.022325707E2,3.027667069E-1,-1.110790003E0,-2.626662827E0
1.022426167E2,8.468310468E-2,-9.849185993E-1,-2.704755315E0
1.022526637E2,-1.094777841E-1,-7.824742524E-1,-2.833594034E0
1.022627097E2,-3.189564045E-1,-4.377579394E-1,-3.048925937E0
1.022727567E2,-6.271370483E-1,-1.847113498E-1,-3.234259869E0
1.022828027E2,-9.605131251E-1,9.517015904E-2,-3.345563958E0
1.022928488E2,-1.213634778E0,3.469211519E-1,-3.296644982E0
1.023028958E2,-1.535963857E0,4.876111539E-1,-3.154620792E0
1.023129418E2,-1.825729353E0,6.615639192E-1,-2.941105034E0
1.023229877E2,-2.039360593E0,7.995079225E-1,-2.761487340E0
1.023330348E2,-2.221167046E0,9.386650769E-1,-2.461209428E0
1.023430807E2,-2.361291037E0,1.144690551E0,-2.123690599E0
1.023531278E2,-2.334235970E0,1.300088347E0,-1.869437290E0
1.023631737E2,-2.093999022E0,1.298720976E0,-1.698585157E0
1.023732198E2,-1.874829738E0,1.201231226E0,-1.421231253E0
1.023832667E2,-1.798500770E0,1.093027112E0,-1.101493222E0
1.023933128E2,-1.736848459E0,9.907468115E-1,-5.308459049E-1
1.024033597E2,-1.531055850E0,8.047395726E-1,3.004094750E-1
1.024134058E2,-1.148324011E0,5.828743567E-1,1.286749971E0
1.024234518E2,-6.945169263E-1,2.675410333E-1,2.134317328E0
1.024334988E2,-1.784709819E-1,1.185040578E-2,2.739518766E0
1.024435448E2,4.346346492E-1,4.028344207E-2,2.950298612E0
1.024535907E2,1.111281680E0,2.078310943E-1,2.573351423E0
1.024636377E2,1.178831274E0,5.523217048E-1,2.030477795E0
1.024736837E2,9.928634305E-1,9.543273557E-1,1.598372067E0
1.024837307E2,7.623712327E-1,1.679496044E0,1.646586453E0
1.024937767E2,4.296110138E-1,2.396480458E0,1.838278062E0
1.025038228E2,4.723327448E-1,2.850395424E0,2.213806132E0
1.025138697E2,1.078848125E0,2.647773614E0,2.645086818E0
1.025239158E2,1.933183343E0,2.191594460E0,2.881991438E0
1.025339627E2,2.445903610E0,1.627618231E0,2.884236184E0
1.025440010E2,2.769376988E0,8.074424480E-1,3.035715322E0
1.025540470E2,2.729006350E0,-2.684401888E-1,3.301959516E0
1.025640940E2,1.932670542E0,-1.129614163E0,3.654712681E0
1.025741400E2,1.259410437E0,-1.818343150E0,3.904845457E0
1.025841860E2,8.684670603E-1,-2.499039159E0,4.167483673E0
1.025942330E2,7.385587393E-1,-3.151434936E0,4.262724876E0
1.026042790E2,7.525468871E-1,-3.607391165E0,4.141812642E0
1.026143260E2,9.395234482E-1,-3.983670602E0,3.727992911E0
1.026243720E2,1.224664381E0,-4.076840721E0,3.088672970E0
1.026344180E2,1.366410683E0,-3.798118276E0,2.338140156E0
1.026444650E2,1.455255324E0,-3.099784434E0,1.498988112E0
1.026545110E2,1.709796462E0,-2.183568572E0,5.160618049E-1
1.026645580E2,1.966550186E0,-1.090933151E0,-6.637613028E-1
1.026746040E2,2.170965630E0,-5.572615787E-2,-1.709638733E0
1.026846500E2,2.295006708E0,8.325518538E-1,-2.616889790E0
1.026946970E2,2.255662548E0,1.521383240E0,-3.207349813E0
1.027047430E2,2.035598640E0,1.771798875E0,-3.501020957E0
1.027147890E2,1.575525679E0,1.621759760E0,-3.460692710E0
1.027248360E2,9.367400274E-1,1.227881081E0,-3.114851539E0
1.027348820E2,3.880581047E-1,7.838524412E-1,-2.692118897E0
1.027449290E2,-1.676893741E-2,2.562587576E-1,-2.366026112E0
1.027549750E2,-3.934733208E-1,-1.791740365E-1,-2.130823032E0
1.027650210E2,-7.276932970E-1,-4.388214017E-1,-2.102135423E0
1.027750680E2,-9.399632319E-1,-5.849475601E-1,-2.193329183E0
1.027851140E2,-1.048474179E0,-6.414904279E-1,-2.405726368E0
1.027951610E2,-1.137342063E0,-6.408051342E-1,-2.639912617E0
1.028052070E2,-1.090662717E0,-5.209611869E-1,-2.936075259E0
1.028152530E2,-1.048215147E0,-4.330760738E-1,-3.224140677E0
1.028253000E2,-1.001406578E0,-2.906801467E-1,-3.378222411E0
1.028353460E2,-9.284399047E-1,-7.440362647E-2,-3.473116874E0
1.028453920E2,-8.538164961E-1,9.846886575E-2,-3.366311048E0
1.028554390E2,-9.171776558E-1,2.259380208E-1,-3.087535102E0
1.028654850E2,-1.057836521E0,5.492077701E-1,-2.665819291E0
1.028755320E2,-9.674586672E-1,8.695210209E-1,-2.306215528E0
1.028855780E2,-8.880488739E-1,1.128075542E0,-1.852276881E0
1.028956240E2,-7.970447829E-1,1.406007004E0,-1.346051847E0
1.029056710E2,-6.233749498E-1,1.477089412E0,-7.476483822E-1
1.029157170E2,-5.472276836E-1,1.402032798E0,6.222723842E-2
1.029257630E2,-4.383691196E-1,1.270857823E0,8.787458807E-1
1.029358100E2,-2.911255400E-1,1.085080453E0,1.614986930E0
1.029458560E2,-2.826721107E-1,7.492767587E-1,2.165626829E0
1.029559030E2,-3.859531436E-1,4.256268673E-1,2.640384488E0
1.029659490E2,-4.066828387E-1,2.003594490E-1,2.846508780E0
1.029759950E2,-3.472787457E-1,6.294600740E-3,2.910932232E0
1.029860420E2,-2.928314835E-1,-7.922158599E-2,2.778250138E0
